User ID,Violative,Frequency,Timestamp (minutes),Previous Violations,Severity,Action
1584,0,1,10,4,Low,Warn
1585,0,1,48,2,Low,Warn
1586,1,1,23,0,Medium,Warn
1587,0,1,57,1,No,Allow
1588,0,2,58,0,No,Allow
1589,0,2,35,6,Low,Allow
1590,0,2,26,5,Low,Warn
1591,0,1,21,0,No,Allow
1592,0,2,19,4,Low,Allow
1593,1,3,60,4,Critical,Ban
1594,0,2,19,3,Low,Allow
1595,1,2,32,4,Critical,Ban
1596,1,4,34,6,Critical,Ban
1597,0,2,44,3,Medium,Warn
1598,0,2,52,4,Low,Allow
1599,1,1,38,3,High,Restrict
1600,0,2,48,2,Low,Warn
1601,1,1,38,6,Critical,Restrict
1602,0,2,32,2,Medium,Warn
1603,1,2,18,5,Critical,Ban
1604,1,1,20,4,High,Ban
1605,0,2,32,4,Low,Allow
1606,0,1,12,5,Medium,Warn
1607,1,3,26,5,Critical,Ban
1608,0,2,33,3,Medium,Warn
1609,0,2,34,4,Low,Allow
1610,0,1,51,3,Medium,Warn
1611,0,1,59,2,Low,Allow
1612,1,1,47,5,High,Restrict
1613,1,2,14,6,Critical,Ban
1614,0,1,30,4,Low,Allow
1615,1,4,47,5,Critical,Ban
1616,0,2,40,5,Low,Allow
1617,0,2,33,2,Low,Warn
1618,0,1,32,0,No,Allow
1619,1,2,30,2,High,Restrict
1620,0,1,39,5,Low,Allow
1621,0,1,19,5,Low,Allow
1622,0,1,36,3,Low,Allow
1623,1,4,20,5,Critical,Restrict
1624,0,2,44,0,No,Allow
1625,0,1,54,4,Low,Allow
1626,1,3,35,4,Critical,Ban
1627,0,1,29,3,Low,Allow
1628,0,1,57,5,Low,Allow
1629,0,1,43,3,Low,Allow
1630,0,1,31,3,Low,Restrict
1631,0,1,11,4,Low,Allow
1632,1,2,10,5,Critical,Ban
1633,0,2,21,1,No,Allow
1634,1,2,22,2,High,Ban
1635,1,1,46,2,Medium,Allow
1636,0,2,35,1,No,Allow
1637,0,1,60,2,Low,Warn
1638,1,3,37,2,High,Warn
1639,0,1,56,2,Low,Warn
1640,1,4,38,2,Critical,Ban
1641,1,3,28,3,Critical,Ban
1642,0,1,46,4,Low,Allow
1643,0,2,32,2,Medium,Allow
1644,0,2,24,5,Medium,Warn
1645,0,2,34,3,Low,Allow
1646,0,1,43,5,Medium,Restrict
1647,0,2,29,0,No,Warn
1648,1,1,45,1,Medium,Warn
1649,1,3,60,3,High,Restrict
1650,1,3,30,2,High,Ban
1651,0,2,25,3,Low,Restrict
1652,0,2,30,1,No,Allow
1653,0,1,52,3,Low,Allow
1654,0,1,19,4,Medium,Restrict
1655,1,1,59,5,High,Ban
1656,0,1,31,1,No,Allow
1657,0,2,52,2,Low,Warn
1658,1,4,50,3,Critical,Restrict
1659,0,2,49,3,Low,Warn
1660,0,2,56,5,Low,Allow
1661,0,1,19,2,Low,Warn
1662,0,1,40,4,Low,Allow
1663,1,2,15,6,Critical,Ban
1664,0,1,25,2,Low,Warn
1665,1,4,12,5,Critical,Restrict
1666,1,2,44,2,High,Restrict
1667,1,3,40,2,High,Restrict
1668,0,2,47,4,Medium,Warn
1669,0,2,18,4,Low,Restrict
1670,1,2,26,3,High,Warn
1671,0,1,44,1,No,Allow
1672,0,2,52,0,No,Allow
1673,1,3,55,6,Critical,Restrict
1674,0,2,13,6,Low,Warn
1675,1,4,30,6,Critical,Restrict
1676,1,1,10,3,High,Ban
1677,1,4,51,6,Critical,Ban
1678,0,1,16,3,Low,Allow
1679,1,2,51,0,Medium,Warn
1680,0,1,17,1,No,Allow
1681,1,2,10,1,High,Restrict
1682,1,3,54,2,High,Ban
1683,1,4,32,6,Critical,Ban
1684,0,1,31,2,Low,Allow
1685,0,2,42,4,Low,Warn
1686,0,1,24,1,No,Allow
1687,0,2,45,4,Low,Warn
1688,0,1,31,3,Low,Allow
1689,0,2,23,1,No,Allow
1690,0,1,30,3,Low,Warn
1691,1,4,10,0,Critical,Restrict
1692,1,3,25,6,Critical,Restrict
1693,0,2,40,4,Low,Warn
1694,1,3,17,6,Critical,Ban
1695,1,3,16,6,Critical,Ban
1696,0,1,43,1,No,Allow
1697,0,1,31,4,Low,Warn
1698,1,1,16,0,Medium,Restrict
1699,1,1,48,6,Critical,Ban
1700,1,2,49,5,Critical,Ban
1701,1,3,11,4,Critical,Restrict
1702,1,2,20,6,Critical,Ban
1703,0,1,28,5,Low,Allow
1704,0,1,47,6,Low,Allow
1705,0,1,13,0,No,Allow
1706,1,2,51,0,Medium,Restrict
1707,0,1,26,6,Low,Allow
1708,0,1,16,1,No,Allow
1709,1,2,54,2,Medium,Allow
1710,0,2,14,0,No,Allow
1711,1,2,16,4,Critical,Ban
1712,0,2,58,5,Low,Allow
1713,1,2,36,5,Critical,Restrict
1714,1,4,33,4,Critical,Ban
1715,0,2,45,4,Low,Warn
1716,1,2,42,3,High,Restrict
1717,0,1,41,3,Low,Allow
1718,0,2,11,3,Low,Allow
1719,1,2,38,6,Critical,Restrict
1720,1,1,24,1,Medium,Warn
1721,0,2,51,3,Low,Warn
1722,0,1,35,4,Medium,Restrict
1723,1,4,16,3,Critical,Ban
1724,0,2,55,0,No,Allow
1725,0,1,24,2,Low,Allow
1726,0,1,23,4,Low,Warn
1727,0,2,57,4,Low,Allow
1728,1,2,49,5,Critical,Ban
1729,0,1,53,6,Medium,Warn
1730,0,1,43,4,Low,Allow
1731,1,3,56,4,Critical,Ban
1732,0,1,15,2,Low,Restrict
1733,1,2,40,2,High,Restrict
1734,0,1,24,5,Low,Warn
1735,1,1,30,3,High,Restrict
1736,1,2,22,5,Critical,Ban
1737,1,1,20,0,Medium,Restrict
1738,0,2,32,0,No,Allow
1739,0,1,56,1,No,Allow
1740,1,2,42,1,Medium,Restrict
1741,0,2,27,4,Low,Warn
1742,0,2,32,4,Low,Warn
1743,0,2,37,3,Low,Allow
1744,1,1,22,2,High,Warn
1745,1,1,36,4,High,Restrict
1746,0,1,45,0,No,Allow
1747,1,4,22,3,Critical,Restrict
1748,0,1,39,1,No,Allow
1749,0,2,46,0,No,Allow
1750,0,1,36,1,No,Allow
1751,0,2,24,0,No,Allow
1752,0,1,38,3,Low,Warn
1753,1,1,50,3,Medium,Restrict
1754,1,1,21,4,High,Ban
1755,0,1,39,3,Medium,Restrict
1756,0,1,44,1,No,Allow
1757,0,1,26,0,No,Warn
1758,1,1,29,4,High,Restrict
1759,1,4,55,6,Critical,Ban
1760,1,2,28,1,High,Restrict
1761,0,1,40,1,No,Allow
1762,0,1,17,2,Low,Allow
1763,0,1,57,1,No,Allow
1764,0,1,40,1,No,Allow
1765,0,1,48,3,Low,Warn
1766,0,2,40,5,Low,Allow
1767,1,4,28,4,Critical,Ban
1768,0,1,27,6,Low,Allow
1769,0,1,45,2,Low,Allow
1770,1,4,53,3,Critical,Restrict
1771,0,1,16,2,Low,Allow
1772,1,1,53,0,Low,Warn
1773,0,1,52,2,Low,Allow
1774,1,4,15,1,Critical,Ban
1775,0,1,15,3,Low,Allow
1776,0,2,45,1,No,Allow
1777,1,4,52,5,Critical,Ban
1778,0,1,30,5,Medium,Restrict
1779,0,2,42,6,Low,Allow
1780,0,1,60,0,No,Allow
1781,0,1,26,0,No,Allow
1782,1,1,21,6,Critical,Ban
1783,0,2,60,5,Low,Warn
1784,0,2,24,4,Low,Allow
1785,0,2,34,2,Low,Allow
1786,1,3,32,3,Critical,Ban
1787,0,2,36,3,Low,Allow
1788,1,3,23,5,Critical,Ban
1789,1,4,44,3,Critical,Restrict
1790,0,2,45,0,No,Allow
1791,1,4,20,4,Critical,Ban
1792,0,1,34,5,Low,Allow
1793,0,1,12,2,Low,Allow
1794,1,2,21,0,Medium,Allow
1795,1,1,60,0,Low,Allow
1796,0,1,35,5,Medium,Warn
1797,0,2,41,3,Low,Allow
1798,0,2,55,3,Low,Allow
1799,0,2,46,6,Low,Allow
1800,0,1,50,0,No,Allow
1801,0,1,46,1,No,Allow
1802,0,1,35,5,Low,Allow
1803,0,1,42,3,Medium,Warn
1804,1,4,24,0,High,Restrict
1805,1,4,55,4,Critical,Ban
1806,1,3,19,0,High,Restrict
1807,0,1,55,5,Low,Allow
1808,0,2,54,5,Low,Allow
1809,0,1,17,5,Low,Warn
1810,0,1,46,3,Medium,Warn
1811,0,2,60,1,No,Allow
1812,0,2,39,6,Low,Allow
1813,1,1,27,3,High,Restrict
1814,0,2,54,4,Low,Allow
1815,1,2,36,0,Medium,Warn
1816,0,1,16,4,Low,Restrict
1817,1,3,22,4,Critical,Restrict
1818,0,2,44,2,Low,Warn
1819,0,1,33,5,Low,Warn
1820,0,2,21,0,No,Allow
1821,1,1,50,5,High,Warn
1822,0,2,16,6,Low,Allow
1823,0,2,21,3,Medium,Warn
1824,0,1,33,0,No,Allow
1825,1,4,12,3,Critical,Ban
1826,0,2,29,3,Low,Warn
1827,0,1,56,3,Low,Warn
1828,0,2,57,1,No,Allow
1829,1,3,54,4,Critical,Ban
1830,0,1,26,1,No,Allow
1831,0,1,13,3,Medium,Warn
1832,1,2,51,4,High,Restrict
1833,0,2,29,4,Low,Allow
1834,0,1,48,5,Low,Warn
1835,0,1,16,6,Low,Allow
1836,0,2,44,5,Low,Allow
1837,0,2,39,5,Low,Allow
1838,0,1,56,6,Low,Allow
1839,1,4,15,1,Critical,Ban
1840,1,2,30,2,High,Restrict
1841,0,2,60,3,Low,Allow
1842,0,2,29,3,Low,Allow
1843,0,2,43,4,Low,Allow
1844,1,4,18,0,High,Restrict
1845,0,2,47,0,No,Allow
1846,0,1,24,5,Low,Allow
1847,0,1,39,5,Low,Allow
1848,0,2,54,2,Low,Warn
1849,0,2,43,2,Low,Allow
1850,1,1,34,3,High,Restrict
1851,0,1,19,3,Low,Allow
1852,1,3,27,1,High,Restrict
1853,0,1,53,3,Medium,Warn
1854,1,3,21,5,Critical,Ban
1855,1,3,43,5,Critical,Ban
1856,1,4,34,5,Critical,Ban
1857,0,1,26,4,Medium,Allow
1858,0,1,46,6,Low,Allow
1859,0,1,28,1,No,Allow
1860,0,2,24,0,No,Allow
1861,0,2,36,0,No,Allow
1862,1,3,48,6,Critical,Ban
1863,1,4,54,4,Critical,Ban
1864,0,1,42,1,No,Allow
1865,0,2,43,5,Low,Allow
1866,1,3,50,2,High,Restrict
1867,1,3,23,4,Critical,Ban
1868,0,2,22,1,No,Allow
1869,0,2,34,0,No,Allow
1870,1,2,42,1,Medium,Restrict
1871,0,2,42,1,No,Allow
1872,0,1,17,3,Low,Allow
1873,1,2,49,0,Medium,Warn
1874,1,2,28,1,High,Ban
1875,1,2,54,3,High,Warn
1876,1,3,46,2,High,Ban
1877,0,2,60,4,Low,Warn
1878,0,1,42,4,Low,Warn
1879,0,2,36,6,Medium,Warn
1880,0,1,19,5,Low,Allow
1881,0,1,30,1,No,Allow
1882,0,2,53,4,Low,Allow
1883,0,2,29,4,Low,Allow
1884,1,1,12,4,Critical,Ban
1885,0,1,22,5,Low,Allow
1886,0,2,40,1,No,Allow
1887,0,2,42,2,Low,Restrict
1888,0,1,60,5,Low,Allow
1889,1,4,57,6,Critical,Ban
1890,0,1,37,0,No,Warn
1891,0,2,38,3,Low,Warn
1892,1,4,50,1,High,Ban
1893,0,1,12,1,No,Allow
1894,0,1,40,0,No,Allow
1895,0,2,34,3,Low,Warn
1896,0,2,49,4,Low,Allow
1897,1,4,50,3,Critical,Ban
1898,0,2,43,2,Medium,Warn
1899,0,2,43,5,Low,Allow
1900,0,2,45,4,Low,Warn
1901,0,2,39,6,Low,Warn
1902,0,1,21,2,Medium,Restrict
1903,1,2,24,1,High,Restrict
1904,0,2,47,3,Low,Allow
1905,0,1,41,3,Low,Allow
1906,0,1,22,3,Low,Allow
1907,0,1,54,5,Low,Allow
1908,0,2,60,0,No,Allow
1909,1,1,41,3,High,Restrict
1910,1,1,21,3,High,Restrict
1911,0,1,57,1,No,Allow
1912,0,1,22,4,Low,Allow
1913,1,1,32,5,Critical,Ban
1914,0,1,53,3,Medium,Restrict
1915,0,2,36,0,No,Allow
1916,0,1,22,0,No,Warn
1917,1,3,14,2,Critical,Ban
1918,1,1,28,4,High,Warn
1919,0,2,44,2,Medium,Warn
1920,1,2,46,2,High,Warn
1921,0,1,21,6,Low,Warn
1922,0,2,18,0,No,Allow
1923,0,2,45,0,No,Allow
1924,0,2,18,1,No,Allow
1925,0,2,13,6,Low,Warn
1926,0,1,34,3,Medium,Restrict
1927,0,2,39,1,No,Allow
1928,1,2,22,2,High,Warn
1929,0,1,20,6,Low,Restrict
1930,0,1,22,4,Low,Allow
1931,0,2,27,1,No,Allow
1932,0,2,10,1,No,Allow
1933,1,2,10,0,High,Restrict
1934,1,2,28,5,Critical,Ban
1935,1,3,11,0,High,Ban
1936,0,1,26,2,Low,Allow
1937,0,1,39,2,Low,Allow
1938,0,2,11,4,Low,Allow
1939,0,2,41,4,Low,Warn
1940,0,1,41,5,Low,Warn
1941,0,1,39,2,Low,Warn
1942,0,1,41,2,Medium,Warn
1943,0,1,51,2,Low,Allow
1944,0,2,13,0,No,Allow
1945,1,4,18,5,Critical,Ban
1946,1,3,26,3,Critical,Ban
1947,0,1,45,3,Medium,Allow
1948,1,1,54,6,Critical,Ban
1949,0,2,56,1,No,Allow
1950,1,1,39,6,Critical,Ban
1951,1,3,30,4,Critical,Ban
1952,0,2,31,1,No,Allow
1953,1,4,13,4,Critical,Ban
1954,1,1,33,5,Critical,Ban
1955,1,3,36,2,High,Restrict
1956,1,1,20,2,High,Restrict
1957,0,1,49,5,Low,Allow
1958,0,2,51,1,No,Allow
1959,1,4,25,0,High,Restrict
1960,0,2,56,4,Medium,Warn
1961,0,1,15,6,Low,Allow
1962,0,2,56,3,Low,Warn
1963,0,2,49,0,No,Allow
1964,0,1,21,3,Low,Allow
1965,1,1,43,1,Medium,Restrict
1966,0,1,25,5,Medium,Restrict
1967,1,1,50,4,High,Restrict
1968,1,1,18,2,High,Restrict
1969,0,1,22,4,Low,Allow
1970,0,1,25,4,Low,Warn
1971,0,2,20,4,Low,Warn
1972,1,1,26,2,High,Ban
1973,1,2,40,3,High,Ban
1974,0,1,42,0,No,Allow
1975,0,2,38,2,Low,Allow
1976,0,2,19,2,Low,Allow
1977,0,2,20,3,Low,Allow
1978,1,4,56,6,Critical,Ban
1979,1,2,22,6,Critical,Restrict
1980,0,2,15,3,Low,Allow
1981,1,4,33,4,Critical,Restrict
1982,0,2,10,0,No,Allow
1983,1,3,27,3,Critical,Ban
1984,0,2,53,4,Medium,Warn
1985,0,1,23,4,Low,Allow
1986,1,1,45,6,Critical,Ban
1987,0,2,34,3,Low,Allow
1988,1,2,28,6,Critical,Ban
1989,1,1,43,6,Critical,Ban
1990,0,2,40,4,Low,Allow
1991,0,1,26,0,No,Allow
1992,1,1,21,2,High,Ban
1993,0,2,56,5,Low,Warn
1994,0,2,18,4,Low,Allow
1995,0,1,58,6,Low,Allow
1996,1,2,34,5,Critical,Ban
1997,0,2,60,0,No,Warn
1998,0,2,28,6,Low,Allow
1999,1,1,38,2,Medium,Restrict
2000,0,1,41,5,Low,Allow
